org:group,resource country,organization country,org:resource,organization involved,org:role,concept:name,impact,product,lifecycle:transition,time:timestamp,case:concept:name
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,In Progress,2012-04-23 10:26:06+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,Wait - Implementation,2012-04-23 10:32:37+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,In Progress,2012-04-23 10:48:41+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,Wait - Vendor,2012-04-23 10:49:17+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,Wait - Implementation,2012-04-25 14:52:19+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,In Progress,2012-04-26 14:13:44+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,Wait - Implementation,2012-04-26 14:14:48+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,In Progress,2012-04-26 16:00:56+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Accepted,Medium,PROD698,Wait - User,2012-04-26 16:01:50+00:00,1-729441801
G34 3rd,POLAND,fr,Maciej,Org line A2,A2_2,Completed,Medium,PROD698,Resolved,2012-05-10 14:28:17+00:00,1-729441801
G34 3rd,0,fr,Siebel,Org line A2,A2_2,Completed,Medium,PROD698,Closed,2012-05-11 01:24:02+00:00,1-729441801
L6 2nd,INDIA,se,Sandeep,Org line A2,A2_1,Accepted,High,PROD509,In Progress,2012-04-23 10:14:18+00:00,1-729447885
L6 2nd,INDIA,se,Sandeep,Org line A2,A2_1,Accepted,High,PROD509,In Progress,2012-04-23 10:14:38+00:00,1-729447885
L6 2nd,INDIA,se,Sandeep,Org line A2,A2_1,Accepted,High,PROD509,In Progress,2012-04-23 10:18:07+00:00,1-729447885
L6 2nd,INDIA,se,Sandeep,Org line A2,A2_1,Accepted,High,PROD509,Assigned,2012-04-23 10:20:09+00:00,1-729447885
L6 2nd,Sweden,se,Thomas,Org line A2,A2_1,Accepted,High,PROD509,In Progress,2012-05-14 15:55:12+00:00,1-729447885
L6 2nd,Sweden,se,Thomas,Org line A2,A2_1,Completed,High,PROD509,Resolved,2012-05-14 15:55:28+00:00,1-729447885
L6 2nd,0,se,Siebel,Org line A2,A2_1,Completed,High,PROD509,Closed,2012-05-22 01:24:26+00:00,1-729447885
G97,POLAND,pl,Pawel,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-04-23 10:02:31+00:00,1-729454597
G97,POLAND,pl,Pawel,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-04-23 10:02:40+00:00,1-729454597
G195,POLAND,pl,Pawel,Org line C,E_1,Queued,Low,PROD742,Awaiting Assignment,2012-04-23 10:05:07+00:00,1-729454597
G195,Sweden,pl,Manoj,Org line C,E_1,Accepted,Low,PROD742,In Progress,2012-04-23 10:51:04+00:00,1-729454597
G195,Sweden,pl,Manoj,Org line C,E_1,Accepted,Low,PROD742,Wait - Implementation,2012-04-23 10:52:06+00:00,1-729454597
G97,Sweden,pl,Manoj,Org line C,V3_2,Queued,Low,PROD742,Awaiting Assignment,2012-04-23 14:15:22+00:00,1-729454597
G97,POLAND,pl,Marika,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-04-27 12:34:36+00:00,1-729454597
G97,POLAND,pl,Marika,Org line C,V3_2,Queued,Low,PROD742,Awaiting Assignment,2012-04-27 12:34:53+00:00,1-729454597
G97,Sweden,pl,Per,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-04-28 03:30:26+00:00,1-729454597
G97,Sweden,pl,Per,Org line C,V3_2,Queued,Low,PROD742,Awaiting Assignment,2012-04-28 03:30:34+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-04-30 13:29:11+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Accepted,Low,PROD742,Wait - User,2012-04-30 13:29:42+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-05-02 13:39:18+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Accepted,Low,PROD742,Wait - User,2012-05-02 13:45:16+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-05-04 12:23:41+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Accepted,Low,PROD742,Wait - User,2012-05-04 12:24:22+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Accepted,Low,PROD742,In Progress,2012-05-07 11:05:19+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Completed,Low,PROD742,Resolved,2012-05-07 11:07:33+00:00,1-729454597
G97,INDIA,pl,Muthu,Org line C,V3_2,Completed,Low,PROD742,Closed,2012-05-07 11:07:37+00:00,1-729454597
G96,POLAND,pl,Marta,Org line C,V3_2,Accepted,Low,PROD454,In Progress,2012-04-23 09:52:10+00:00,1-729455114
G96,POLAND,pl,Marta,Org line C,V3_2,Accepted,Low,PROD454,In Progress,2012-04-23 09:52:32+00:00,1-729455114
G96,POLAND,pl,Marta,Org line C,V3_2,Accepted,Low,PROD454,Wait - User,2012-04-23 09:56:23+00:00,1-729455114
G96,POLAND,pl,Marta,Org line C,V3_2,Accepted,Low,PROD454,In Progress,2012-05-15 15:17:26+00:00,1-729455114
G96,POLAND,pl,Marta,Org line C,V3_2,Completed,Low,PROD454,In Call,2012-05-15 15:17:42+00:00,1-729455114
S42,Sweden,se,Robin,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-23 10:17:08+00:00,1-729455355
S42,Sweden,se,Robin,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-23 10:22:41+00:00,1-729455355
S43,Sweden,se,Robin,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-04-23 10:43:30+00:00,1-729455355
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-23 10:46:26+00:00,1-729455355
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-04-23 10:48:19+00:00,1-729455355
S43,Sweden,se,Fredrik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-23 11:08:11+00:00,1-729455355
S43,Sweden,se,Fredrik,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-04-23 11:08:14+00:00,1-729455355
S43,Sweden,se,Fredrik,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-03 13:39:45+00:00,1-729455355
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-11 01:24:02+00:00,1-729455355
T7,Sweden,se,Tonie,Org line V2,,Accepted,Medium,PROD257,In Progress,2012-04-23 10:33:13+00:00,1-729456199
T7,Sweden,se,Tonie,Org line V2,,Accepted,Medium,PROD257,In Progress,2012-04-23 10:34:30+00:00,1-729456199
T7,Sweden,se,Tonie,Org line V2,,Accepted,Medium,PROD257,Wait - User,2012-04-24 10:13:28+00:00,1-729456199
T7,Sweden,se,Tonie,Org line V2,,Completed,Medium,PROD257,Resolved,2012-05-02 14:13:51+00:00,1-729456199
T7,0,se,Siebel,Org line V2,,Completed,Medium,PROD257,Closed,2012-05-03 01:17:02+00:00,1-729456199
S56,0,se,Annika,Other,,Queued,Medium,PROD544,Awaiting Assignment,2012-04-23 13:27:43+00:00,1-729462951
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD544,In Progress,2012-04-23 13:31:54+00:00,1-729462951
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD544,Wait - User,2012-04-23 13:39:06+00:00,1-729462951
S56,Sweden,se,Alexander,Other,,Accepted,Medium,PROD544,In Progress,2012-04-24 12:23:24+00:00,1-729462951
G146 2nd,Sweden,se,Alexander,Org line C,E_10,Queued,Medium,PROD544,Awaiting Assignment,2012-04-24 12:42:19+00:00,1-729462951
G146 2nd,Sweden,se,Fredrik,Org line C,E_10,Accepted,Medium,PROD544,In Progress,2012-04-24 12:43:19+00:00,1-729462951
G146 2nd,Sweden,se,Fredrik,Org line C,E_10,Accepted,Medium,PROD544,Wait - User,2012-04-24 12:56:51+00:00,1-729462951
G146 2nd,Sweden,se,Fredrik,Org line C,E_10,Completed,Medium,PROD544,Resolved,2012-05-07 11:19:05+00:00,1-729462951
G146 2nd,0,se,Siebel,Org line C,E_10,Completed,Medium,PROD544,Closed,2012-05-15 01:22:33+00:00,1-729462951
S56,Sweden,SE,Annica,Other,,Queued,Medium,PROD264,Awaiting Assignment,2012-04-24 09:47:16+00:00,1-729463071
S56,Sweden,SE,Oden,Other,,Accepted,Medium,PROD264,In Progress,2012-04-24 10:08:12+00:00,1-729463071
S56,Sweden,SE,Oden,Other,,Accepted,Medium,PROD264,Wait - User,2012-04-24 10:10:55+00:00,1-729463071
S56,Sweden,SE,Oden,Other,,Accepted,Medium,PROD264,In Progress,2012-04-25 12:19:33+00:00,1-729463071
G146 2nd,Sweden,SE,Oden,Org line C,E_10,Queued,Medium,PROD264,Awaiting Assignment,2012-04-25 12:25:41+00:00,1-729463071
G146 2nd,Sweden,SE,Fredrik,Org line C,E_10,Accepted,Medium,PROD264,In Progress,2012-04-25 12:36:49+00:00,1-729463071
G146 2nd,Sweden,SE,Fredrik,Org line C,E_10,Accepted,Medium,PROD264,Wait - User,2012-04-25 12:39:41+00:00,1-729463071
C1,Sweden,SE,Fredrik,Other,,Queued,Medium,PROD264,Awaiting Assignment,2012-05-02 12:26:07+00:00,1-729463071
C1,Sweden,SE,Pekka,Other,,Accepted,Medium,PROD264,In Progress,2012-05-02 12:27:45+00:00,1-729463071
C1,Sweden,SE,Eva,Other,,Completed,Medium,PROD264,Resolved,2012-05-02 16:21:24+00:00,1-729463071
C1,0,SE,Siebel,Other,,Completed,Medium,PROD264,Closed,2012-05-10 01:18:15+00:00,1-729463071
S56,Sweden,se,Sarah,Other,,Queued,Medium,PROD348,Awaiting Assignment,2012-04-25 13:24:45+00:00,1-729463251
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD348,In Progress,2012-04-25 13:28:30+00:00,1-729463251
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD348,Wait - User,2012-04-25 13:30:56+00:00,1-729463251
S56,Sweden,se,Fredrik,Other,,Completed,Medium,PROD348,Resolved,2012-05-03 10:12:12+00:00,1-729463251
S56,0,se,Siebel,Other,,Completed,Medium,PROD348,Closed,2012-05-11 01:23:28+00:00,1-729463251
S56,Sweden,se,Ulf,Other,,Queued,Medium,PROD661,Awaiting Assignment,2012-04-25 14:33:46+00:00,1-729463281
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD661,In Progress,2012-04-25 15:17:42+00:00,1-729463281
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD661,Wait - User,2012-04-25 15:22:24+00:00,1-729463281
G150 2nd,Sweden,se,Fredrik,Org line C,E_10,Queued,Medium,PROD661,Awaiting Assignment,2012-04-27 09:27:30+00:00,1-729463281
G150 2nd,Sweden,se,Zelda,Org line C,E_10,Accepted,Medium,PROD661,In Progress,2012-04-27 09:32:20+00:00,1-729463281
S42,Sweden,se,Zelda,Org line C,V3_2,Queued,Medium,PROD661,Awaiting Assignment,2012-04-27 09:38:07+00:00,1-729463281
S42,Sweden,se,Torbjörn,Org line C,V3_2,Accepted,Medium,PROD661,In Progress,2012-04-27 09:43:33+00:00,1-729463281
S42,Sweden,se,Torbjörn,Org line C,V3_2,Completed,Medium,PROD661,Resolved,2012-04-27 09:56:57+00:00,1-729463281
S42,Sweden,se,Andreas,Org line C,V3_2,Accepted,Medium,PROD661,In Progress,2012-05-04 15:04:21+00:00,1-729463281
S42,Sweden,se,Andreas,Org line C,V3_2,Completed,Medium,PROD661,Resolved,2012-05-04 15:12:48+00:00,1-729463281
S42,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD661,Closed,2012-05-12 01:19:31+00:00,1-729463281
S56,0,se,Tobias,Other,,Queued,Medium,PROD348,Awaiting Assignment,2012-04-25 15:28:47+00:00,1-729463311
S56,Sweden,se,Torbjörn,Other,,Accepted,Medium,PROD348,In Progress,2012-04-25 16:22:58+00:00,1-729463311
S56,Sweden,se,Torbjörn,Other,,Accepted,Medium,PROD348,Wait - User,2012-04-25 16:33:51+00:00,1-729463311
S56,Sweden,se,Torbjörn,Other,,Completed,Medium,PROD348,Resolved,2012-05-07 10:26:48+00:00,1-729463311
S56,0,se,Siebel,Other,,Completed,Medium,PROD348,Closed,2012-05-15 01:22:09+00:00,1-729463311
S56,Sweden,se,Björn,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 13:53:56+00:00,1-729463386
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,In Progress,2012-04-26 14:11:05+00:00,1-729463386
S43,Sweden,se,Fredrik,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 14:18:28+00:00,1-729463386
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 14:19:47+00:00,1-729463386
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-04-26 14:19:54+00:00,1-729463386
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 19:19:37+00:00,1-729463386
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-04-26 19:19:42+00:00,1-729463386
S43,Sweden,se,Daniel,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-08 11:13:33+00:00,1-729463386
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-16 01:20:53+00:00,1-729463386
S56,Sweden,se,Björn,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 13:56:44+00:00,1-729463401
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,In Progress,2012-04-26 14:11:14+00:00,1-729463401
S56,Sweden,se,Fredrik,Other,,Completed,Medium,PROD660,Resolved,2012-04-26 14:12:05+00:00,1-729463401
S56,Sweden,se,Joakim,Other,,Accepted,Medium,PROD660,In Progress,2012-04-26 15:04:20+00:00,1-729463401
S43,Sweden,se,Joakim,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 15:05:04+00:00,1-729463401
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 15:22:18+00:00,1-729463401
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-04-26 15:22:23+00:00,1-729463401
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 19:20:01+00:00,1-729463401
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-04-26 19:20:04+00:00,1-729463401
S43,Sweden,se,Daniel,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-02 17:16:44+00:00,1-729463401
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-10 01:17:31+00:00,1-729463401
S56,Sweden,se,Björn,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 14:34:55+00:00,1-729463406
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,In Progress,2012-04-26 14:39:24+00:00,1-729463406
S43,Sweden,se,Fredrik,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 14:58:40+00:00,1-729463406
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 15:04:49+00:00,1-729463406
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-04-26 15:05:03+00:00,1-729463406
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 19:19:51+00:00,1-729463406
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-04-26 19:19:53+00:00,1-729463406
S43,Sweden,se,Daniel,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-02 17:14:50+00:00,1-729463406
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-10 01:17:29+00:00,1-729463406
S56,0,se,Björn,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 14:11:14+00:00,1-729463411
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,In Progress,2012-04-26 14:19:00+00:00,1-729463411
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,Wait - User,2012-04-26 14:25:30+00:00,1-729463411
S43,Sweden,se,Fredrik,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-04-26 15:27:17+00:00,1-729463411
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 15:32:40+00:00,1-729463411
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-04-26 15:32:52+00:00,1-729463411
S43,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-26 16:06:20+00:00,1-729463411
S43,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-04-26 16:06:23+00:00,1-729463411
S43,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-04-27 13:48:00+00:00,1-729463411
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-27 14:14:16+00:00,1-729463411
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-04-27 14:17:00+00:00,1-729463411
S43,Sweden,se,Marie,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-04 10:12:43+00:00,1-729463411
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-12 01:19:00+00:00,1-729463411
S56,0,se,Per-Erik,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-04-27 12:42:21+00:00,1-729463491
S56,Sweden,se,Andreas,Other,,Accepted,Medium,PROD660,In Progress,2012-04-27 12:45:21+00:00,1-729463491
S43,Sweden,se,Andreas,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-04-27 12:49:16+00:00,1-729463491
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-27 14:02:05+00:00,1-729463491
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-04-27 14:02:37+00:00,1-729463491
S43,Sweden,se,Viren,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-04-27 22:33:49+00:00,1-729463491
S43,Sweden,se,Viren,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-04-27 22:34:06+00:00,1-729463491
S43,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-07 14:33:53+00:00,1-729463491
S43,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-07 14:33:56+00:00,1-729463491
S43,Sweden,se,Erik,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-08 11:25:17+00:00,1-729463491
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-16 01:20:41+00:00,1-729463491
S56,0,se,Per-Erik,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-05-02 12:00:05+00:00,1-729463651
S56,Sweden,se,Oden,Other,,Accepted,Medium,PROD660,In Progress,2012-05-02 12:07:43+00:00,1-729463651
S43,Sweden,se,Oden,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-05-02 12:09:13+00:00,1-729463651
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 12:20:10+00:00,1-729463651
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-05-02 12:20:20+00:00,1-729463651
S43,Sweden,se,Viren,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 13:13:44+00:00,1-729463651
S43,Sweden,se,Viren,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-02 13:13:51+00:00,1-729463651
S43,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-07 14:33:35+00:00,1-729463651
S43,Sweden,se,Erik,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-07 14:33:38+00:00,1-729463651
S43,Sweden,se,Erik,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-08 11:52:48+00:00,1-729463651
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-16 01:20:11+00:00,1-729463651
S56,0,se,Jan,Other,,Queued,Medium,PROD471,Awaiting Assignment,2012-05-02 13:37:42+00:00,1-729463671
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD471,In Progress,2012-05-02 13:48:31+00:00,1-729463671
S40,Sweden,se,Fredrik,Org line C,E_5,Queued,Medium,PROD471,Awaiting Assignment,2012-05-02 13:49:07+00:00,1-729463671
S40,Sweden,se,Stig,Org line C,E_5,Accepted,Medium,PROD471,In Progress,2012-05-02 13:53:03+00:00,1-729463671
G138 2nd,Sweden,se,Stig,Org line C,E_10,Queued,Medium,PROD471,Awaiting Assignment,2012-05-02 13:54:04+00:00,1-729463671
G138 2nd,Sweden,se,Stig,Org line C,E_10,Queued,Medium,PROD471,Awaiting Assignment,2012-05-02 13:54:05+00:00,1-729463671
G138 2nd,Sweden,se,Klas,Org line C,E_10,Accepted,Medium,PROD471,In Progress,2012-05-02 14:14:44+00:00,1-729463671
G138 2nd,Sweden,se,Klas,Org line C,E_10,Accepted,Medium,PROD471,Wait - User,2012-05-02 14:45:56+00:00,1-729463671
G138 2nd,Sweden,se,Klas,Org line C,E_10,Completed,Medium,PROD471,Resolved,2012-05-15 09:12:21+00:00,1-729463671
G138 2nd,0,se,Siebel,Org line C,E_10,Completed,Medium,PROD471,Closed,2012-05-23 01:19:52+00:00,1-729463671
S56,Sweden,se,Björn,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-05-02 15:37:39+00:00,1-729463721
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,In Progress,2012-05-02 15:44:55+00:00,1-729463721
S43,Sweden,se,Fredrik,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-05-02 15:51:13+00:00,1-729463721
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 15:59:57+00:00,1-729463721
S43,Sweden,se,Björn,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-05-02 16:00:01+00:00,1-729463721
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-02 17:34:05+00:00,1-729463721
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,Wait - User,2012-05-02 17:34:10+00:00,1-729463721
S43,Sweden,se,Daniel,Org line C,V3_2,Completed,Medium,PROD660,Resolved,2012-05-08 11:39:28+00:00,1-729463721
S43,0,se,Siebel,Org line C,V3_2,Completed,Medium,PROD660,Closed,2012-05-16 01:20:06+00:00,1-729463721
S56,0,se,Richard,Other,,Queued,Medium,PROD734,Awaiting Assignment,2012-05-02 16:11:51+00:00,1-729463741
S56,Sweden,se,Torbjörn,Other,,Accepted,Medium,PROD734,In Progress,2012-05-02 16:39:19+00:00,1-729463741
S56,Sweden,se,Torbjörn,Other,,Accepted,Medium,PROD734,Wait - User,2012-05-02 16:43:37+00:00,1-729463741
S56,Sweden,se,Torbjörn,Other,,Completed,Medium,PROD734,Resolved,2012-05-07 11:05:19+00:00,1-729463741
S56,0,se,Siebel,Other,,Completed,Medium,PROD734,Closed,2012-05-15 01:21:00+00:00,1-729463741
S56,0,se,Carolina,Other,,Queued,Medium,PROD716,Awaiting Assignment,2012-05-02 17:26:59+00:00,1-729463771
S56,Sweden,se,Torbjörn,Other,,Accepted,Medium,PROD716,In Progress,2012-05-02 17:35:52+00:00,1-729463771
S56,Sweden,se,Torbjörn,Other,,Accepted,Medium,PROD716,Wait - User,2012-05-02 17:37:46+00:00,1-729463771
S56,Sweden,se,Torbjörn,Other,,Completed,Medium,PROD716,Resolved,2012-05-03 17:18:44+00:00,1-729463771
S56,Sweden,se,Petri,Other,,Accepted,Medium,PROD716,In Progress,2012-05-03 17:28:44+00:00,1-729463771
S56,Sweden,se,Petri,Other,,Completed,Medium,PROD716,Resolved,2012-05-03 17:32:08+00:00,1-729463771
S56,Sweden,se,Joakim,Other,,Accepted,Medium,PROD716,In Progress,2012-05-03 17:38:15+00:00,1-729463771
S56,Sweden,se,Joakim,Other,,Completed,Medium,PROD716,Resolved,2012-05-03 17:44:53+00:00,1-729463771
S56,0,se,Siebel,Other,,Completed,Medium,PROD716,Closed,2012-05-11 01:20:40+00:00,1-729463771
S56,Sweden,se,Staffan,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-05-03 07:41:25+00:00,1-729463781
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,In Progress,2012-05-03 08:02:27+00:00,1-729463781
S56,Sweden,se,Fredrik,Other,,Completed,Medium,PROD660,Resolved,2012-05-03 08:10:09+00:00,1-729463781
S56,0,se,Siebel,Other,,Completed,Medium,PROD660,Closed,2012-05-11 01:19:40+00:00,1-729463781
S56,0,se,Daisy,Other,,Queued,Medium,PROD13,Awaiting Assignment,2012-05-03 09:26:33+00:00,1-729463821
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD13,In Progress,2012-05-03 09:35:40+00:00,1-729463821
S56,Sweden,se,Fredrik,Other,,Completed,Medium,PROD13,Resolved,2012-05-03 09:40:58+00:00,1-729463821
S56,0,se,Siebel,Other,,Completed,Medium,PROD13,Closed,2012-05-11 01:19:18+00:00,1-729463821
S56,0,se,Christer,Other,,Queued,Medium,PROD453,Awaiting Assignment,2012-05-03 10:21:08+00:00,1-729463831
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD453,In Progress,2012-05-03 10:55:09+00:00,1-729463831
S56,Sweden,se,Fredrik,Other,,Completed,Medium,PROD453,Resolved,2012-05-03 11:05:14+00:00,1-729463831
S56,0,se,Siebel,Other,,Completed,Medium,PROD453,Closed,2012-05-11 01:18:59+00:00,1-729463831
S56,Sweden,se,Björn,Other,,Queued,Medium,PROD660,Awaiting Assignment,2012-05-03 11:03:17+00:00,1-729463861
S56,Sweden,se,Fredrik,Other,,Accepted,Medium,PROD660,In Progress,2012-05-03 11:11:07+00:00,1-729463861
S43,Sweden,se,Fredrik,Org line C,V3_2,Queued,Medium,PROD660,Awaiting Assignment,2012-05-03 11:13:37+00:00,1-729463861
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-03 11:18:24+00:00,1-729463861
S43,Sweden,se,Marie,Org line C,V3_2,Accepted,Medium,PROD660,Assigned,2012-05-03 11:18:43+00:00,1-729463861
S43,Sweden,se,Daniel,Org line C,V3_2,Accepted,Medium,PROD660,In Progress,2012-05-03 13:00:39+00:00,1-729463861
