org:resource,lifecycle:transition,concept:name,time:timestamp,case:REG_DATE,case:concept:name,case:AMOUNT_REQ
10931.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-28 10:12:00.708000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10932.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-28 14:58:11.428000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-29 15:35:02.031000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-29 15:35:37.227000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10982.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-30 13:55:11.661000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11049.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-01 13:18:19.756000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11189.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-01 16:16:44.772000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11189.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-01 16:36:08.003000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
,COMPLETE,W_Nabellen incomplete dossiers,2011-12-05 09:05:24.691000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-06 10:35:31.741000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-06 11:32:05.158000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-06 11:32:30.141000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11169.0,COMPLETE,W_Valideren aanvraag,2011-12-06 16:01:15.440000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,W_Valideren aanvraag,2011-12-06 16:05:45.529000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10899.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-06 16:38:12.521000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10899.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-06 16:38:30.710000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-06 16:45:35.570000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11259.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-07 16:06:02.245000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,W_Valideren aanvraag,2011-12-08 08:54:33.716000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11189.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-08 09:14:57.547000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10861.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-08 14:08:24.320000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11180.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-08 19:09:44.666000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11002.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-09 11:28:13.266000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-09 12:30:24.632000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
11002.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-09 15:48:38.713000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-12 07:38:00.913000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10931.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-13 09:26:23.951000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10899.0,COMPLETE,W_Nabellen incomplete dossiers,2011-12-13 09:51:38.402000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,W_Valideren aanvraag,2011-12-13 10:40:43.426000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,O_ACCEPTED,2011-12-13 10:56:57.416000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,A_REGISTERED,2011-12-13 10:56:57.416000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,A_APPROVED,2011-12-13 10:56:57.416000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,A_ACTIVATED,2011-12-13 10:56:57.416000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
10609.0,COMPLETE,W_Valideren aanvraag,2011-12-13 10:57:06.850000+00:00,2011-11-05 14:04:09.597000+00:00,182443,5000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 14:20:35.475000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 14:20:35.746000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
112.0,COMPLETE,A_PREACCEPTED,2011-11-05 14:21:11.830000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-05 14:34:16.791000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-05 14:34:34.239000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11169.0,COMPLETE,A_ACCEPTED,2011-11-07 10:51:10.949000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11169.0,COMPLETE,A_FINALIZED,2011-11-07 10:57:08.826000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11169.0,COMPLETE,O_SELECTED,2011-11-07 10:57:08.826000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11169.0,COMPLETE,O_CREATED,2011-11-07 10:57:10.372000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11169.0,COMPLETE,O_SENT,2011-11-07 10:57:10.408000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
11169.0,COMPLETE,W_Completeren aanvraag,2011-11-07 10:57:12.081000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
10982.0,COMPLETE,W_Nabellen offertes,2011-11-08 10:04:36.069000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
10789.0,COMPLETE,O_SENT_BACK,2011-11-11 11:02:29.183000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
10789.0,COMPLETE,W_Nabellen offertes,2011-11-11 11:02:30.434000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
10809.0,COMPLETE,A_DECLINED,2011-11-15 12:02:05.501000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
10809.0,COMPLETE,O_DECLINED,2011-11-15 12:02:05.501000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
10809.0,COMPLETE,W_Valideren aanvraag,2011-11-15 12:02:09.367000+00:00,2011-11-05 14:20:35.474000+00:00,182446,15000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 14:33:49.157000+00:00,2011-11-05 14:33:49.157000+00:00,182449,3200
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 14:33:49.631000+00:00,2011-11-05 14:33:49.157000+00:00,182449,3200
112.0,COMPLETE,A_DECLINED,2011-11-05 14:34:31.550000+00:00,2011-11-05 14:33:49.157000+00:00,182449,3200
112.0,COMPLETE,A_SUBMITTED,2011-11-05 14:38:59.109000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 14:39:00.088000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
112.0,COMPLETE,A_PREACCEPTED,2011-11-05 14:39:37.060000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10889.0,COMPLETE,W_Completeren aanvraag,2011-11-05 14:44:12.021000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-05 14:50:13.755000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10912.0,COMPLETE,A_ACCEPTED,2011-11-05 14:59:05.867000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10912.0,COMPLETE,O_SELECTED,2011-11-05 15:00:38.204000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10912.0,COMPLETE,A_FINALIZED,2011-11-05 15:00:38.204000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10912.0,COMPLETE,O_CREATED,2011-11-05 15:00:39.210000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10912.0,COMPLETE,O_SENT,2011-11-05 15:00:39.242000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10912.0,COMPLETE,W_Completeren aanvraag,2011-11-05 15:00:41.389000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
11049.0,COMPLETE,O_SENT_BACK,2011-11-11 10:03:52.921000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
11049.0,COMPLETE,W_Nabellen offertes,2011-11-11 10:03:54.323000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10609.0,COMPLETE,W_Valideren aanvraag,2011-11-14 15:12:51.131000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10609.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-14 15:13:22.606000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10881.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-14 17:24:01.788000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10881.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-14 18:26:40.425000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10609.0,COMPLETE,O_ACCEPTED,2011-11-15 09:18:20.024000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10609.0,COMPLETE,A_APPROVED,2011-11-15 09:18:20.025000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10609.0,COMPLETE,A_ACTIVATED,2011-11-15 09:18:20.025000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10609.0,COMPLETE,A_REGISTERED,2011-11-15 09:18:20.025000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
10609.0,COMPLETE,W_Valideren aanvraag,2011-11-15 09:18:28.008000+00:00,2011-11-05 14:38:59.109000+00:00,182452,10000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 14:43:28.420000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 14:43:28.691000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
112.0,COMPLETE,A_PREACCEPTED,2011-11-05 14:44:03.991000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-05 14:47:25.691000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-05 14:52:40.647000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10889.0,COMPLETE,A_ACCEPTED,2011-11-05 15:01:14.821000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10889.0,COMPLETE,O_SELECTED,2011-11-05 15:04:10.541000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10889.0,COMPLETE,A_FINALIZED,2011-11-05 15:04:10.541000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10889.0,COMPLETE,O_CREATED,2011-11-05 15:04:11.490000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10889.0,COMPLETE,O_SENT,2011-11-05 15:04:11.515000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10889.0,COMPLETE,W_Completeren aanvraag,2011-11-05 15:04:12.785000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10889.0,COMPLETE,W_Nabellen offertes,2011-11-05 15:08:45.738000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10789.0,COMPLETE,O_SENT_BACK,2011-11-11 10:57:33.697000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10789.0,COMPLETE,W_Nabellen offertes,2011-11-11 10:57:34.970000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10138.0,COMPLETE,W_Valideren aanvraag,2011-11-14 20:13:19.549000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10138.0,COMPLETE,O_ACCEPTED,2011-11-15 08:54:55.367000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10138.0,COMPLETE,A_APPROVED,2011-11-15 08:54:55.367000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10138.0,COMPLETE,A_ACTIVATED,2011-11-15 08:54:55.368000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10138.0,COMPLETE,A_REGISTERED,2011-11-15 08:54:55.368000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
10138.0,COMPLETE,W_Valideren aanvraag,2011-11-15 08:55:02.578000+00:00,2011-11-05 14:43:28.420000+00:00,182455,13000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 14:44:42.911000+00:00,2011-11-05 14:44:42.910000+00:00,182458,11487
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 14:44:43.167000+00:00,2011-11-05 14:44:42.910000+00:00,182458,11487
10982.0,COMPLETE,A_DECLINED,2011-11-05 15:23:39.967000+00:00,2011-11-05 14:44:42.910000+00:00,182458,11487
10982.0,COMPLETE,W_Afhandelen leads,2011-11-05 15:23:44.006000+00:00,2011-11-05 14:44:42.910000+00:00,182458,11487
112.0,COMPLETE,A_SUBMITTED,2011-11-05 15:19:58.806000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 15:19:59.713000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
10982.0,COMPLETE,A_PREACCEPTED,2011-11-05 15:21:21.488000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
10982.0,COMPLETE,W_Afhandelen leads,2011-11-05 15:21:22.867000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-05 15:28:17.003000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-05 15:28:42.470000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-07 14:08:29.820000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
,COMPLETE,W_Completeren aanvraag,2011-11-07 15:09:53.092000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
,COMPLETE,W_Completeren aanvraag,2011-11-08 10:03:05.373000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11181.0,COMPLETE,W_Completeren aanvraag,2011-11-08 18:24:12+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11122.0,COMPLETE,W_Completeren aanvraag,2011-11-08 18:31:21.543000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
,COMPLETE,W_Completeren aanvraag,2011-11-10 15:01:31.025000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11180.0,COMPLETE,W_Completeren aanvraag,2011-11-10 20:06:50.416000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11201.0,COMPLETE,A_CANCELLED,2011-11-11 20:32:02.388000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
11201.0,COMPLETE,W_Completeren aanvraag,2011-11-11 20:32:04.018000+00:00,2011-11-05 15:19:58.806000+00:00,182461,9000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 15:43:34.271000+00:00,2011-11-05 15:43:34.271000+00:00,182464,6000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 15:43:35.221000+00:00,2011-11-05 15:43:34.271000+00:00,182464,6000
10982.0,COMPLETE,A_DECLINED,2011-11-05 16:01:26.673000+00:00,2011-11-05 15:43:34.271000+00:00,182464,6000
10982.0,COMPLETE,W_Afhandelen leads,2011-11-05 16:01:29.744000+00:00,2011-11-05 15:43:34.271000+00:00,182464,6000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 15:50:06.911000+00:00,2011-11-05 15:50:06.910000+00:00,182467,7000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 15:50:07.285000+00:00,2011-11-05 15:50:06.910000+00:00,182467,7000
112.0,COMPLETE,A_DECLINED,2011-11-05 15:50:50.842000+00:00,2011-11-05 15:50:06.910000+00:00,182467,7000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 16:13:16.393000+00:00,2011-11-05 16:13:16.393000+00:00,182470,10000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 16:13:17.367000+00:00,2011-11-05 16:13:16.393000+00:00,182470,10000
10862.0,COMPLETE,A_PREACCEPTED,2011-11-05 16:47:02.108000+00:00,2011-11-05 16:13:16.393000+00:00,182470,10000
,COMPLETE,W_Afhandelen leads,2011-11-05 16:47:03.266000+00:00,2011-11-05 16:13:16.393000+00:00,182470,10000
11202.0,COMPLETE,A_DECLINED,2011-11-07 10:30:38.694000+00:00,2011-11-05 16:13:16.393000+00:00,182470,10000
,COMPLETE,W_Completeren aanvraag,2011-11-07 10:30:41.672000+00:00,2011-11-05 16:13:16.393000+00:00,182470,10000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 16:30:03.954000+00:00,2011-11-05 16:30:03.954000+00:00,182473,7500
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 16:30:04.256000+00:00,2011-11-05 16:30:03.954000+00:00,182473,7500
112.0,COMPLETE,A_DECLINED,2011-11-05 16:30:41.924000+00:00,2011-11-05 16:30:03.954000+00:00,182473,7500
112.0,COMPLETE,A_SUBMITTED,2011-11-05 16:31:20.660000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 16:31:20.920000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
112.0,COMPLETE,A_PREACCEPTED,2011-11-05 16:31:53.479000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11202.0,COMPLETE,A_ACCEPTED,2011-11-07 10:09:18.546000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11202.0,COMPLETE,O_SELECTED,2011-11-07 10:15:30.711000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11202.0,COMPLETE,A_FINALIZED,2011-11-07 10:15:30.712000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11202.0,COMPLETE,O_CREATED,2011-11-07 10:15:32.358000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11202.0,COMPLETE,O_SENT,2011-11-07 10:15:32.393000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
,COMPLETE,W_Completeren aanvraag,2011-11-07 10:15:33.968000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
,COMPLETE,W_Nabellen offertes,2011-11-07 10:18:29.253000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11189.0,COMPLETE,W_Nabellen offertes,2011-11-15 15:25:58.063000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11189.0,COMPLETE,W_Nabellen offertes,2011-11-15 16:05:54.520000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11189.0,COMPLETE,W_Nabellen offertes,2011-11-15 16:55:43.972000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
10861.0,COMPLETE,W_Nabellen offertes,2011-11-19 16:36:10.906000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11181.0,COMPLETE,A_CANCELLED,2011-11-21 19:27:03.682000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11181.0,COMPLETE,O_CANCELLED,2011-11-21 19:27:03.682000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
11181.0,COMPLETE,W_Nabellen offertes,2011-11-21 19:27:06.081000+00:00,2011-11-05 16:31:20.660000+00:00,182476,20000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 17:02:34.900000+00:00,2011-11-05 17:02:34.900000+00:00,182479,7500
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 17:02:35.176000+00:00,2011-11-05 17:02:34.900000+00:00,182479,7500
112.0,COMPLETE,A_DECLINED,2011-11-05 17:03:12.383000+00:00,2011-11-05 17:02:34.900000+00:00,182479,7500
112.0,COMPLETE,A_SUBMITTED,2011-11-05 17:37:02.835000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 17:37:03.297000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
112.0,COMPLETE,A_PREACCEPTED,2011-11-05 17:37:46.551000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-07 10:23:14.901000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
,COMPLETE,W_Completeren aanvraag,2011-11-07 10:42:03.818000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
11169.0,COMPLETE,W_Completeren aanvraag,2011-11-07 20:16:46.109000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
,COMPLETE,W_Completeren aanvraag,2011-11-08 09:37:26.598000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
,COMPLETE,W_Completeren aanvraag,2011-11-08 09:43:28.123000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
,COMPLETE,W_Completeren aanvraag,2011-11-08 09:44:01.633000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
,COMPLETE,W_Completeren aanvraag,2011-11-08 09:45:36.798000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
,COMPLETE,W_Completeren aanvraag,2011-11-08 09:47:18.030000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
10779.0,COMPLETE,A_CANCELLED,2011-11-08 09:47:18.037000+00:00,2011-11-05 17:37:02.834000+00:00,182482,17500
112.0,COMPLETE,A_SUBMITTED,2011-11-05 17:51:02.664000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 17:51:03.062000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
112.0,COMPLETE,A_PREACCEPTED,2011-11-05 17:51:45.053000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
11203.0,COMPLETE,A_ACCEPTED,2011-11-07 09:30:51.303000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
11203.0,COMPLETE,O_SELECTED,2011-11-07 09:32:45.593000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
11203.0,COMPLETE,A_FINALIZED,2011-11-07 09:32:45.594000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
11203.0,COMPLETE,O_CREATED,2011-11-07 09:32:49.381000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
11203.0,COMPLETE,O_SENT,2011-11-07 09:32:49.414000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-07 09:32:51.119000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
,COMPLETE,W_Nabellen offertes,2011-11-14 11:57:58.024000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
,COMPLETE,W_Nabellen offertes,2011-11-21 09:40:22.112000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10899.0,COMPLETE,O_SENT_BACK,2011-11-22 11:52:46.166000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10899.0,COMPLETE,W_Nabellen offertes,2011-11-22 11:52:47.490000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10629.0,COMPLETE,W_Valideren aanvraag,2011-11-24 14:13:54.900000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
11121.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-24 14:25:30.842000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10929.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-24 18:28:39.058000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10899.0,COMPLETE,W_Nabellen incomplete dossiers,2011-11-25 09:48:25.221000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10629.0,COMPLETE,O_ACCEPTED,2011-11-25 10:42:53.747000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10629.0,COMPLETE,A_ACTIVATED,2011-11-25 10:42:53.748000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10629.0,COMPLETE,A_APPROVED,2011-11-25 10:42:53.748000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10629.0,COMPLETE,A_REGISTERED,2011-11-25 10:42:53.748000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
10629.0,COMPLETE,W_Valideren aanvraag,2011-11-25 10:43:03.640000+00:00,2011-11-05 17:51:02.664000+00:00,182485,8000
112.0,COMPLETE,A_SUBMITTED,2011-11-05 18:10:25.788000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
112.0,COMPLETE,A_PARTLYSUBMITTED,2011-11-05 18:10:26.196000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
112.0,COMPLETE,A_PREACCEPTED,2011-11-05 18:11:03.701000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11203.0,COMPLETE,A_ACCEPTED,2011-11-07 10:05:46.019000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11203.0,COMPLETE,O_SELECTED,2011-11-07 10:11:38.643000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11203.0,COMPLETE,A_FINALIZED,2011-11-07 10:11:38.643000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11203.0,COMPLETE,O_CREATED,2011-11-07 10:11:40.246000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11203.0,COMPLETE,O_SENT,2011-11-07 10:11:40.279000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11203.0,COMPLETE,W_Completeren aanvraag,2011-11-07 10:11:41.847000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11201.0,COMPLETE,W_Nabellen offertes,2011-11-14 19:29:19.010000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
10861.0,COMPLETE,W_Nabellen offertes,2011-11-19 16:00:22.580000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
,COMPLETE,W_Nabellen offertes,2011-11-22 09:29:09.738000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11189.0,COMPLETE,W_Nabellen offertes,2011-11-22 10:29:38.478000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11049.0,COMPLETE,O_SENT_BACK,2011-11-22 11:52:41.715000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
11049.0,COMPLETE,W_Nabellen offertes,2011-11-22 11:52:43.548000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
10629.0,COMPLETE,W_Valideren aanvraag,2011-11-24 15:08:48.729000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
10629.0,COMPLETE,W_Valideren aanvraag,2011-11-24 15:09:30.712000+00:00,2011-11-05 18:10:25.787000+00:00,182488,3000
